market,timestamp,open,high,low,close,volume
KRW-XRP,2026-01-01T02:09:00,1028.4137,1034.2505,1022.2821,1029.7331,1270
KRW-XRP,2026-01-01T02:10:00,1029.7331,1037.0015,1024.8578,1030.9599,1300
KRW-XRP,2026-01-01T02:11:00,1030.9599,1037.8917,1025.6314,1032.088,1330
KRW-XRP,2026-01-01T02:12:00,1032.088,1037.3568,1025.8984,1033.1146,1360
KRW-XRP,2026-01-01T02:13:00,1033.1146,1039.9728,1027.9597,1034.0395,1390
KRW-XRP,2026-01-01T02:14:00,1034.0395,1040.8385,1028.9441,1034.8654,1420
KRW-XRP,2026-01-01T02:15:00,1034.8654,1039.9232,1028.6643,1035.5977,1450
KRW-XRP,2026-01-01T02:16:00,1035.5977,1042.0279,1030.1866,1036.2448,1480
KRW-XRP,2026-01-01T02:17:00,1036.2448,1042.9189,1031.4073,1036.8172,1510
KRW-XRP,2026-01-01T02:18:00,1036.8172,1041.95,1030.6509,1037.3276,1540
KRW-XRP,2026-01-01T02:19:00,1037.3276,1043.3864,1031.6887,1037.7905,1570
KRW-XRP,2026-01-01T02:20:00,1037.7905,1044.4101,1033.2287,1038.2218,1000
KRW-XRP,2026-01-01T02:21:00,1038.2218,1043.5472,1032.1342,1038.6383,1030
KRW-XRP,2026-01-01T02:22:00,1038.6383,1044.4349,1032.8032,1039.0571,1060
KRW-XRP,2026-01-01T02:23:00,1039.0571,1045.7291,1034.7814,1039.4956,1090
KRW-XRP,2026-01-01T02:24:00,1039.4956,1045.1515,1033.5265,1039.9703,1120
KRW-XRP,2026-01-01T02:25:00,1039.9703,1045.6323,1033.972,1040.4969,1150
KRW-XRP,2026-01-01T02:26:00,1040.4969,1047.329,1036.1602,1041.0898,1180
KRW-XRP,2026-01-01T02:27:00,1041.0898,1047.1975,1035.274,1041.7615,1210
KRW-XRP,2026-01-01T02:28:00,1041.7615,1047.3979,1035.6338,1042.5224,1240
KRW-XRP,2026-01-01T02:29:00,1042.5224,1049.5878,1037.8858,1043.3804,1270
KRW-XRP,2026-01-01T02:30:00,1043.3804,1050.0115,1037.7477,1044.3409,1300
KRW-XRP,2026-01-01T02:31:00,1044.3409,1050.0108,1038.118,1045.4065,1330
KRW-XRP,2026-01-01T02:32:00,1045.4065,1052.7168,1040.4742,1046.5769,1360
KRW-XRP,2026-01-01T02:33:00,1046.5769,1053.7303,1041.1528,1047.849,1390
KRW-XRP,2026-01-01T02:34:00,1047.849,1053.5436,1041.5659,1049.2168,1420
KRW-XRP,2026-01-01T02:35:00,1049.2168,1056.7097,1043.9976,1050.6718,1450
KRW-XRP,2026-01-01T02:36:00,1050.6718,1058.2677,1045.4781,1052.2032,1480
KRW-XRP,2026-01-01T02:37:00,1052.2032,1058.1808,1045.8967,1053.7979,1510
KRW-XRP,2026-01-01T02:38:00,1053.7979,1061.3428,1048.3065,1055.4412,1540
KRW-XRP,2026-01-01T02:39:00,1055.4412,1063.3316,1050.4964,1057.1168,1570
KRW-SOL,2026-01-01T00:00:00,200000,201201.6,198800.0,200400.0,1000
KRW-SOL,2026-01-01T00:01:00,200400.0,201962.0,199381.8468,200820.7474,1030
KRW-SOL,2026-01-01T00:02:00,200820.7474,202432.8743,199850.3225,201261.8133,1060
KRW-SOL,2026-01-01T00:03:00,201261.8133,202586.054,200058.2707,201722.231,1090
KRW-SOL,2026-01-01T00:04:00,201722.231,203315.3726,200651.6332,202200.5188,1120
KRW-SOL,2026-01-01T00:05:00,202200.5188,203894.235,201277.0035,202694.7183,1150
KRW-SOL,2026-01-01T00:06:00,202694.7183,204128.8104,201494.6966,203202.4448,1180
KRW-SOL,2026-01-01T00:07:00,203202.4448,204803.5175,202083.2455,203720.9498,1210
KRW-SOL,2026-01-01T00:08:00,203720.9498,205468.3302,202846.7832,204247.1942,1240
KRW-SOL,2026-01-01T00:09:00,204247.1942,205765.8271,203058.0138,204777.9299,1270
KRW-SOL,2026-01-01T00:10:00,204777.9299,206354.4131,203615.1715,205309.7883,1300
KRW-SOL,2026-01-01T00:11:00,205309.7883,207074.4049,204486.7318,205839.3727,1330
KRW-SOL,2026-01-01T00:12:00,205839.3727,207410.2644,204668.6185,206363.353,1360
KRW-SOL,2026-01-01T00:13:00,206363.353,207879.9203,205163.3721,206878.559,1390
KRW-SOL,2026-01-01T00:14:00,206878.559,208622.4673,205994.4687,207382.0707,1420
KRW-SOL,2026-01-01T00:15:00,207382.0707,208973.1398,206237.4511,207871.3022,1450
KRW-SOL,2026-01-01T00:16:00,207871.3022,209297.4194,206641.6772,208344.0772,1480
KRW-SOL,2026-01-01T00:17:00,208344.0772,210035.3642,207396.0435,208798.6923,1510
KRW-SOL,2026-01-01T00:18:00,208798.6923,210385.1691,207687.751,209233.9691,1540
KRW-SOL,2026-01-01T00:19:00,209233.9691,210550.73,207983.292,209649.2896,1570
KRW-SOL,2026-01-01T00:20:00,209649.2896,211268.3136,208639.5842,210044.6167,1000
KRW-SOL,2026-01-01T00:21:00,210044.6167,211614.2788,208974.3431,210420.4978,1030
KRW-SOL,2026-01-01T00:22:00,210420.4978,211624.895,209157.9913,210778.0515,1060
KRW-SOL,2026-01-01T00:23:00,210778.0515,212320.7191,209710.3202,211118.9371,1090
KRW-SOL,2026-01-01T00:24:00,211118.9371,212674.0516,210095.3569,211445.3097,1120
KRW-SOL,2026-01-01T00:25:00,211445.3097,212662.8529,210180.3581,211759.7603,1150
KRW-SOL,2026-01-01T00:26:00,211759.7603,213236.9283,210638.7383,212065.2431,1180
KRW-SOL,2026-01-01T00:27:00,212065.2431,213620.655,211093.0771,212364.9935,1210
KRW-SOL,2026-01-01T00:28:00,212364.9935,213628.3104,211106.6859,212662.4376,1240
KRW-SOL,2026-01-01T00:29:00,212662.4376,214095.5979,211493.6204,212961.0971,1270
KRW-SOL,2026-01-01T00:30:00,212961.0971,217109.7785,212043.5536,215820.0243,3300
KRW-SOL,2026-01-01T00:31:00,215820.0243,217174.5005,214561.9048,216135.3057,1330
KRW-SOL,2026-01-01T00:32:00,216135.3057,217566.6772,214910.1542,216462.1028,1360
KRW-SOL,2026-01-01T00:33:00,216462.1028,218104.1755,215590.5065,216803.3933,1390
KRW-SOL,2026-01-01T00:34:00,216803.3933,218260.2272,215568.2339,217161.7869,1420
KRW-SOL,2026-01-01T00:35:00,217161.7869,218595.9042,215900.645,217539.4531,1450
KRW-SOL,2026-01-01T00:36:00,217539.4531,219242.1067,216613.621,217938.0617,1480
KRW-SOL,2026-01-01T00:37:00,217938.0617,219513.2153,216732.6837,218358.736,1510
KRW-SOL,2026-01-01T00:38:00,218358.736,219806.921,217068.2037,218802.0208,1540
KRW-SOL,2026-01-01T00:39:00,218802.0208,220567.5963,217810.1287,219267.8661,1570
KRW-SOL,2026-01-01T00:40:00,219267.8661,220962.1336,218098.3185,219755.6254,1000
KRW-SOL,2026-01-01T00:41:00,219755.6254,221215.0054,218442.6562,220264.0714,1030
KRW-SOL,2026-01-01T00:42:00,220264.0714,222079.3118,219206.8103,220791.4259,1060
KRW-SOL,2026-01-01T00:43:00,220791.4259,222588.9495,219663.1317,221335.4055,1090
KRW-SOL,2026-01-01T00:44:00,221335.4055,222788.7099,220007.4624,221893.2809,1120
KRW-SOL,2026-01-01T00:45:00,221893.2809,223730.3842,220772.577,222461.949,1150
KRW-SOL,2026-01-01T00:46:00,222461.949,224332.4335,221379.815,223038.0153,1180
KRW-SOL,2026-01-01T00:47:00,223038.0153,224567.6235,221703.2062,223617.8856,1210
KRW-SOL,2026-01-01T00:48:00,223617.8856,225439.1379,222437.1186,224197.8643,1240
KRW-SOL,2026-01-01T00:49:00,224197.8643,226102.1112,223166.2884,224774.2561,1270
KRW-SOL,2026-01-01T00:50:00,224774.2561,226363.0919,223441.36,225343.4691,1300
KRW-SOL,2026-01-01T00:51:00,225343.4691,227108.5372,224107.616,225902.1164,1330
KRW-SOL,2026-01-01T00:52:00,225902.1164,227799.7386,224924.868,226447.1122,1360
KRW-SOL,2026-01-01T00:53:00,226447.1122,228063.3951,225125.4387,226975.7612,1390
KRW-SOL,2026-01-01T00:54:00,226975.7612,228650.0138,225691.3917,227485.8373,1420
KRW-SOL,2026-01-01T00:55:00,227485.8373,229343.3913,226565.8269,227975.6491,1450
KRW-SOL,2026-01-01T00:56:00,227975.6491,229596.1581,226674.7197,228444.0912,1480
KRW-SOL,2026-01-01T00:57:00,228444.0912,230005.9095,227119.1764,228890.6787,1510
KRW-SOL,2026-01-01T00:58:00,228890.6787,230688.188,227920.5576,229315.5634,1540
KRW-SOL,2026-01-01T00:59:00,229315.5634,230930.953,228044.6598,229719.5325,1570
KRW-SOL,2026-01-01T01:00:00,229719.5325,231164.6805,228363.0787,230103.9882,1000
KRW-SOL,2026-01-01T01:01:00,230103.9882,231838.1177,229064.7918,230470.91,1030
KRW-SOL,2026-01-01T01:02:00,230470.91,232087.3307,229238.5787,230822.8,1060
KRW-SOL,2026-01-01T01:03:00,230822.8,232164.6365,229444.3739,231162.6132,1090
KRW-SOL,2026-01-01T01:04:00,231162.6132,232845.6108,230056.7973,231493.6757,1120
KRW-SOL,2026-01-01T01:05:00,231493.6757,235923.8489,230307.292,234597.515,3150
KRW-SOL,2026-01-01T01:06:00,234597.515,235878.1318,233190.0953,234925.9529,1180
KRW-SOL,2026-01-01T01:07:00,234925.9529,236600.4688,233742.9739,235256.9072,1210
KRW-SOL,2026-01-01T01:08:00,235256.9072,236959.7123,234108.7862,235594.2422,1240
KRW-SOL,2026-01-01T01:09:00,235594.2422,236939.6115,234183.7911,235941.6797,1270
KRW-SOL,2026-01-01T01:10:00,235941.6797,237613.6532,234699.0602,236302.6975,1300
KRW-SOL,2026-01-01T01:11:00,236302.6975,238077.3464,235211.4409,236680.4326,1330
KRW-SOL,2026-01-01T01:12:00,236680.4326,238146.2577,235275.8523,237077.5956,1360
KRW-SOL,2026-01-01T01:13:00,237077.5956,238767.8436,235780.2157,237496.3962,1390
KRW-SOL,2026-01-01T01:14:00,237496.3962,239359.0438,236464.8461,237938.4814,1420
KRW-SOL,2026-01-01T01:15:00,237938.4814,239543.4077,236548.0873,238404.8901,1450
KRW-SOL,2026-01-01T01:16:00,238404.8901,240122.0883,237058.2213,238896.0225,1480
KRW-SOL,2026-01-01T01:17:00,238896.0225,240847.8674,237925.6388,239411.6274,1510
KRW-SOL,2026-01-01T01:18:00,239411.6274,241157.2687,238043.2448,239950.8064,1540
KRW-SOL,2026-01-01T01:19:00,239950.8064,241687.712,238561.0252,240512.035,1570
KRW-SOL,2026-01-01T01:20:00,240512.035,242294.8615,239496.888,240852.6893,1000
KRW-SOL,2026-01-01T01:21:00,240852.6893,242478.4071,239515.1447,241209.6981,1030
KRW-SOL,2026-01-01T01:22:00,241209.6981,242697.5672,239786.7164,241579.908,1060
KRW-SOL,2026-01-01T01:23:00,241579.908,243396.2464,240493.0206,241959.7967,1090
KRW-SOL,2026-01-01T01:24:00,241959.7967,243670.3219,240662.8808,242345.5688,1120
KRW-SOL,2026-01-01T01:25:00,242345.5688,243789.6703,240899.0679,242733.2585,1150
KRW-SOL,2026-01-01T01:26:00,242733.2585,244540.3341,241576.0527,243118.8384,1180
KRW-SOL,2026-01-01T01:27:00,243118.8384,244872.5475,241869.329,243498.3316,1210
KRW-SOL,2026-01-01T01:28:00,243498.3316,244860.6589,242037.6469,243867.9222,1240
KRW-SOL,2026-01-01T01:29:00,243867.9222,245621.0584,242643.6188,244224.0629,1270
KRW-SOL,2026-01-01T01:30:00,244224.0629,245979.1089,243028.3059,244563.5765,1300
KRW-SOL,2026-01-01T01:31:00,244563.5765,245915.1908,243098.9501,244883.7466,1330
KRW-SOL,2026-01-01T01:32:00,244883.7466,246545.3486,243597.3995,245182.3963,1360
KRW-SOL,2026-01-01T01:33:00,245182.3963,246905.3106,244046.0108,245457.952,1390
KRW-SOL,2026-01-01T01:34:00,245457.952,246812.8496,244000.1971,245709.4901,1420
KRW-SOL,2026-01-01T01:35:00,245709.4901,247256.5906,244367.831,245936.7652,1450
KRW-SOL,2026-01-01T01:36:00,245936.7652,247608.9803,244864.2692,246140.2184,1480
KRW-SOL,2026-01-01T01:37:00,246140.2184,247493.2607,244700.2255,246320.9662,1510
KRW-SOL,2026-01-01T01:38:00,246320.9662,247749.348,244932.0666,246480.7697,1540
KRW-SOL,2026-01-01T01:39:00,246480.7697,248101.3264,245475.2165,246621.9857,1570
KRW-SOL,2026-01-01T01:40:00,246621.9857,247984.3783,245210.1641,246747.4994,1000
KRW-SOL,2026-01-01T01:41:00,246747.4994,248071.2613,245320.3095,246860.6439,1030
KRW-SOL,2026-01-01T01:42:00,246860.6439,248444.3413,245823.0463,246965.1059,1060
KRW-SOL,2026-01-01T01:43:00,246965.1059,248360.9183,245590.878,247064.8218,1090
KRW-SOL,2026-01-01T01:44:00,247064.8218,248311.5108,245608.687,247163.8685,1120
KRW-SOL,2026-01-01T01:45:00,247163.8685,251718.9629,246056.1002,250232.3151,3150
KRW-SOL,2026-01-01T01:46:00,250232.3151,251709.0081,248887.8236,250343.5629,1180
KRW-SOL,2026-01-01T01:47:00,250343.5629,251560.6405,248850.1236,250466.2125,1210
KRW-SOL,2026-01-01T01:48:00,250466.2125,252070.7644,249276.2427,250603.8206,1240
KRW-SOL,2026-01-01T01:49:00,250603.8206,252172.1904,249312.2074,250759.5402,1270
KRW-SOL,2026-01-01T01:50:00,250759.5402,251961.9833,249255.474,250936.035,1300
KRW-SOL,2026-01-01T01:51:00,250936.035,252574.1872,249680.0779,251135.4066,1330
KRW-SOL,2026-01-01T01:52:00,251135.4066,252811.991,249901.845,251359.1374,1360
KRW-SOL,2026-01-01T01:53:00,251359.1374,252663.3857,249853.3621,251608.05,1390
KRW-SOL,2026-01-01T01:54:00,251608.05,253285.2587,250289.8651,251882.2843,1420
KRW-SOL,2026-01-01T01:55:00,251882.2843,253666.8595,250710.6237,252181.2921,1450
KRW-SOL,2026-01-01T01:56:00,252181.2921,253633.3824,250682.5322,252503.8511,1480
KRW-SOL,2026-01-01T01:57:00,252503.8511,254208.2657,251128.1611,252848.0957,1510
KRW-SOL,2026-01-01T01:58:00,252848.0957,254721.6951,251741.0613,253211.5656,1540
KRW-SOL,2026-01-01T01:59:00,253211.5656,254794.0056,251728.52,253591.2708,1570
KRW-SOL,2026-01-01T02:00:00,253591.2708,255294.6378,252163.9674,253983.7711,1000
KRW-SOL,2026-01-01T02:01:00,253983.7711,255910.9765,252943.1165,254385.2677,1030
KRW-SOL,2026-01-01T02:02:00,254385.2677,256065.0094,252926.7411,254791.7066,1060
KRW-SOL,2026-01-01T02:03:00,254791.7066,256454.418,253320.0456,255198.8887,1090
KRW-SOL,2026-01-01T02:04:00,255198.8887,257133.9961,254130.7404,255602.5854,1120
KRW-SOL,2026-01-01T02:05:00,255602.5854,257338.0619,254177.4913,255998.6562,1150
KRW-SOL,2026-01-01T02:06:00,255998.6562,257577.9053,254491.3442,256383.1645,1180
KRW-SOL,2026-01-01T02:07:00,256383.1645,258278.9493,255238.4859,256752.489,1210
KRW-SOL,2026-01-01T02:08:00,256752.489,258502.6032,255369.6736,257103.4269,1240
KRW-SOL,2026-01-01T02:09:00,257103.4269,258562.6325,255570.522,257433.2864,1270
KRW-SOL,2026-01-01T02:10:00,257433.2864,259250.375,256214.4472,257739.9642,1300
KRW-SOL,2026-01-01T02:11:00,257739.9642,259472.9193,256407.8565,258022.0082,1330
KRW-SOL,2026-01-01T02:12:00,258022.0082,259339.1953,256474.6037,258278.6599,1360
KRW-SOL,2026-01-01T02:13:00,258278.6599,259993.1904,256989.9154,258509.8785,1390
KRW-SOL,2026-01-01T02:14:00,258509.8785,260209.615,257236.0303,258716.3432,1420
KRW-SOL,2026-01-01T02:15:00,258716.3432,259980.7904,257166.0694,258899.4355,1450
KRW-SOL,2026-01-01T02:16:00,258899.4355,260506.9867,257546.661,259061.2008,1480
KRW-SOL,2026-01-01T02:17:00,259061.2008,260729.7155,257851.8174,259204.2907,1510
KRW-SOL,2026-01-01T02:18:00,259204.2907,260487.4986,257662.7256,259331.8886,1540
KRW-SOL,2026-01-01T02:19:00,259331.8886,260846.6029,257922.1791,259447.6197,1570
KRW-SOL,2026-01-01T02:20:00,259447.6197,261102.5238,258307.1847,259555.4489,1000
KRW-SOL,2026-01-01T02:21:00,259555.4489,260886.8099,258033.5599,259659.5698,1030
KRW-SOL,2026-01-01T02:22:00,259659.5698,261108.7206,258200.7972,259764.2871,1060
KRW-SOL,2026-01-01T02:23:00,259764.2871,261432.2807,258695.3558,259873.8973,1090
KRW-SOL,2026-01-01T02:24:00,259873.8973,261287.8637,258381.6248,259992.5695,1120
KRW-SOL,2026-01-01T02:25:00,259992.5695,261408.0714,258493.0034,260124.2308,1150
KRW-SOL,2026-01-01T02:26:00,260124.2308,261832.2552,259040.0541,260272.4584,1180
KRW-SOL,2026-01-01T02:27:00,260272.4584,261799.3832,258818.5054,260440.3824,1210
KRW-SOL,2026-01-01T02:28:00,260440.3824,261849.4827,258908.4583,260630.6003,1240
KRW-SOL,2026-01-01T02:29:00,260630.6003,262396.9515,259471.4504,260845.1064,1270
KRW-SOL,2026-01-01T02:30:00,260845.1064,262502.8658,259436.9336,261085.2375,1300
KRW-SOL,2026-01-01T02:31:00,261085.2375,262502.7071,259529.5065,261351.6362,1330
KRW-SOL,2026-01-01T02:32:00,261351.6362,263179.2051,260118.556,261644.2323,1360
KRW-SOL,2026-01-01T02:33:00,261644.2323,263432.5859,260288.1985,261962.2439,1390
KRW-SOL,2026-01-01T02:34:00,261962.2439,263385.897,260391.4758,262304.1963,1420
KRW-SOL,2026-01-01T02:35:00,262304.1963,264177.4143,260999.4105,262667.9603,1450
KRW-SOL,2026-01-01T02:36:00,262667.9603,264566.9196,261369.5126,263050.8081,1480
KRW-SOL,2026-01-01T02:37:00,263050.8081,264545.1967,261474.1704,263449.4847,1510
KRW-SOL,2026-01-01T02:38:00,263449.4847,265335.7092,262076.6348,263860.2952,1540
KRW-SOL,2026-01-01T02:39:00,263860.2952,265832.9115,262624.1125,264279.2037,1570
